Kód,Název,Popis,Určuje,Subjekty,Skupina,Předpisy,Verze,Aktualizace,Status,Agendy
"P777","Vést Rejstřík informačních systémů veřejné správy","DIA vede v informačním systému registru práv a povinností rejstřík informačních systémů veřejné správy. V rejstříku informačních systémů veřejné správy jsou vedeny údaje podle § 51 odst. 1 písm. m).","§ 52c odst. 1 zákona 111/2009","[""Digitální a informační agentura""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P778","Zapsat informační systém do Rejstříku ISVS","Orgán veřejné moci, který je správcem informačního systému veřejné správy, zašle podklady pro zápis údajů o jím spravovaném informačním systému veřejné správy v elektronické podobě ve struktuře, kterou Digitální a informační agentura zveřejní způsobem umožňujícím dálkový přístup. Digitální a informační agentura na základě podkladů podle odstavce 2 zapíše údaje o informačním systému veřejné správy do rejstříku informačních systémů veřejné správy a přidělí informačnímu systému veřejné správy jednoznačný identifikátor, který zapíše do rejstříku informačních systémů veřejné správy.","§ 52c odst. 2 a 3 zákona 111/2009","[""Orgány veřejné moci"",""Správci informačních systémů""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","3","06.10.2023 0:00","Platné","[""(doplnit)""]"
"P779","Ohlásit agendu","Ústřední správní úřad podle podmínek uvedených v § 53 zákona 111/2009 ohlásí agendu ve své působnosti.","§ 53 zákona 111/2009","[""Ohlašovatelé agend""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P780","Ohlásit údaje o agendě v rámci ohlášení agendy","Ohlášení agendy podle § 53 obsahuje údaje uvedené v § 51 odst. 6, s výjimkou údaje podle § 51 odst. 6 písm. i) a n), identifikátoru úkonu podle § 51 odst. 6 písm. d) a e) a kódu agendy.","§ 54 odst. 1 písm. a) zákona 111/2009","[""Ohlašovatelé agend""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P781","Ohlásit výčet AIS v rámci ohlášení agendy","Ohlášení agendy podle § 53 obsahuje výčet agendových informačních systémů sloužících k výkonu agendy, pokud je ohlašovatel agendy k tomuto účelu stanovil.","§ 54 odst. 1 písm. b) zákona 111/2009","[""Ohlašovatelé agend""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P782","Ohlásit výčet údajů a oprávnění k přístupu v rámci ohlášení agendy","Ohlášení agendy podle § 53 obsahuje výčet údajů vedených v základních registrech nebo v jiných agendových informačních systémech, které ohlašovatel agendy požaduje zpřístupnit pro výkon agendy, a rozsah oprávnění k přístupu k těmto údajům, který ohlašovatel požaduje, nebo výčet údajů vedených v základních registrech anebo v jiných agendových informačních systémech zpřístupněných pro výkon agendy a rozsah oprávnění k přístupu k těmto údajům stanovené zvláštním právním předpisem.","§ 54 odst. 1 písm. c) zákona 111/2009","[""Ohlašovatelé agend""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P783","Ohlásit elektronické formuláře v rámci ohlášení agendy","Ohlášení agendy podle § 53 obsahuje formuláře v elektronické podobě pro podání a jiné úkony, nevylučuje-li jiný právní předpis stanovící náležitosti výkonu agendy použití formulářů v elektronické nebo listinné podobě nebo nepožaduje-li jiný právní předpis stanovící náležitosti výkonu agendy použití zvláštního formuláře, který není možno bez omezení tisknout, zpřístupnit či distribuovat, anebo není-li použití formulářů v elektronické nebo listinné podobě s ohledem na povahu úkonu v agendě účelné; formuláře se předloží ve formátu, vlastnostech a struktuře, kterou Digitální a informační agentura zveřejní způsobem umožňujícím dálkový přístup.","§ 54 odst. 1 písm. d) zákona 111/2009","[""Ohlašovatelé agend"",""Orgány veřejné moci""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","3","05.10.2023 0:00","Platné","[""(doplnit)""]"
"P784","Odůvodnit rozsah údajů a oprávnění k přístupu v rámci ohlášení agendy","V případě údajů podle odstavce 1 písm. c) ohlašovatel agendy uvede výčet údajů a rozsah oprávnění k přístupu k těmto údajům, které jsou potřebné pro výkon agendy, a potřebu každého uvedeného údaje pro výkon agendy a rozsahu oprávnění k přístupu k tomuto údaji odůvodní; přitom dbá, aby výčet údajů a rozsah oprávnění umožnil efektivní výkon agendy a minimalizoval potřebu poskytování těchto údajů subjekty, které nejsou orgánem veřejné moci. Stanoví-li výčet údajů vedených v základních registrech nebo v jiných agendových informačních systémech zpřístupněných pro výkon agendy a rozsah oprávnění k přístupu k těmto údajům zvláštní právní předpis, ohlašovatel agendy uvede výčet údajů a rozsah oprávnění k přístupu k těmto údajům stanovené zvláštním právním předpisem; v takovém případě potřebu každého uvedeného údaje pro výkon agendy a rozsahu oprávnění k přístupu k tomuto údaji neodůvodňuje.","§ 54 odst. 2 zákona 111/2009","[""Ohlašovatelé agend""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P785","Zajistit stanoviska správců registrů a informačních systémů","DIA zašle správci základního registru a správci agendového informačního systému, do něhož je požadován přístup, ohlášení podle odstavce 1 ke stanovisku z hlediska způsobilosti základního registru nebo agendového informačního systému zpřístupnit požadované údaje pro výkon agendy a vhodnosti zpřístupnit požadované údaje pro výkon agendy; to neplatí v případě, kdy přístup k požadovaným údajům stanoví zvláštní právní předpis. DIA dále zašle správci referenčního rozhraní ohlášení podle odstavce 1 ke stanovisku z hlediska realizovatelnosti vazeb mezi agendovými informačními systémy. Správci zasílají stanoviska prostřednictvím informačního systému registru práv a povinností ve struktuře, kterou DIA zveřejní způsobem umožňujícím dálkový přístup.","§ 54 odst. 4 zákona 111/2009","[""Digitální a informační agentura""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P786","Vydat stanovisko k ohlášení agendy a k přístupu k údajům","DIA zašle správci základního registru a správci agendového informačního systému, do něhož je požadován přístup, ohlášení podle odstavce 1 ke stanovisku z hlediska způsobilosti základního registru nebo agendového informačního systému zpřístupnit požadované údaje pro výkon agendy a vhodnosti","§ 54 odst. 4 zákona 111/2009","[""Digitální a informační agentura"",""Správci informačních systémů"",""Správci údajů"",""Správci základních registrů""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P787","Sdělit ohlášení agendy a zavedení působnosti","DIA sdělí ohlašovateli agendy, že agenda byla registrována, a uvede kód agendy. Zároveň zašle DIA subjektům, které agendu vykonávají, sdělení, že příslušná agenda byla registrována, a zveřejní na portálu veřejné správy formuláře podle odstavce 1 písm. c) spolu s údaji podle § 51 odst. 6 písm. d) až f) a písm. i) až k).","§ 54 odst. 6 zákona 111/2009","[""Digitální a informační agentura""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P788","Vyzvat ohlašovatele agendy k odstranění nedostatků","Správci zasílají stanoviska prostřednictvím Informačního systému Registru práv a povinností ve struktuře, kterou DIA zveřejní způsobem umožňujícím dálkový přístup.","§ 54a odst. 1 zákona 111/2009","[""Digitální a informační agentura"",""Ohlašovatelé agend"",""Správci informačních systémů"",""Správci údajů"",""Správa základních registrů""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P789","Vyzvat ohlašovatele agendy k odstranění důvodů neudělení kladného stanoviska správcem","Pokud správce základního registru nebo správce agendového informačního systému nezaujme k ohlášení agendy kladné stanovisko, DIA vyzve ohlašovatele agendy, aby v ohlášení zohlednil, je-li to možné, důvod, který vedl správce základního registru, správce agendového informačního systému nebo správce referenčního rozhraní k nezaujetí kladného stanoviska.","§ 54a odst. 2 zákona 111/2009","[""Digitální a informační agentura"",""Ohlašovatelé agend""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P790","Vyřešit spor při nekladném stanovisku správce údajů","Nezohlední-li ohlašovatel agendy důvod, který vedl správce základního registru nebo správce agendového informačního systémuk nezaujetí kladného stanoviska, ohlašovatel agendy trvá na využití údajů ze základního registru nebo jiného agendového informačního systému pro výkon agendy a správce základního registru nebo správce agendového informačního systému je podřízený vládě a na svém stanovisku trvá, o využití údajů ze základního registru nebo jiného agendového informačního systému pro výkon agendy rozhodne vláda.","§ 54a odst. 3 zákona 111/2009","[""Vláda""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P791","Vymezit rozsah využívání pouze podle nekladného stanoviska správce údajů","Nezohlední-li ohlašovatel agendy důvod, který vedl správce základního registru nebo správce agendového informačního systémuk nezaujetí kladného stanoviska, ohlašovatel agendy trvá na využití údajů ze základního registru nebo jiného agendového informačního systému pro výkon agendy a správce základního registru nebo správce agendového informačního systému není podřízený vládě a na svém stanovisku trvá, údaje ze základního registru nebo jiného agendového informačního systému pro výkon agendy lze využít pouze v rozsahu, v jakém to stanovisko správce základního registru nebo správce agendového informačního systému umožnuje.","§ 54a odst. 4 zákona 111/2009","[""Ohlašovatelé agend""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P792","Oznámit výkon působnosti v agendě","Orgán veřejné moci oznámí Digitální a informační agentuře vykonávání agendy do 30 dnů ode dne registrace agendy podle § 53, 54 a 54a nebo jeho zápisu do rejstříku orgánů veřejné moci a soukromoprávních uživatelů údajů.","§ 55 odst. 1 zákona 111/2009","[""Orgány veřejné moci""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","3","06.10.2023 0:00","Platné","[""(doplnit)""]"
"P793","Sdělit zaregistrování výkonu působnosti v agendě","DIA sdělí orgánu veřejné moci, který oznámil vykonávání agendy, že byl zaregistrován jako orgán veřejné moci, který danou agendu vykonává. DIA zařadí údaj o registraci orgánu veřejné moci pro výkon agendy do seznamu podle § 51 odst. 6 písm. i).","§ 56 odst. 1 a 2 zákona 111/2009","[""Digitální a informační agentura""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P794","Odpovědnost za zajištění výkonu působnosti v agendě","Orgán veřejné moci, který byl zaregistrován pro výkon agendy, odpovídá za určení fyzických osob, které jsou nositeli rolí, a za provádění změn v těchto určeních,  uplatnění odpovídajících opatření, která zabrání neoprávněnému přístupu k údajům vedeným v agendových informačních systémech a k údajům vedeným v základních registrech na základě oprávnění, které získal, uplatnění odpovídajících opatření, která zabrání neoprávněnému přístupu k údajům vedeným v agendových informačních systémech a k údajům vedeným v základních registrech v souvislosti s oprávněním soukromoprávních uživatelů údajů k jejich využívání.","§ 56 odst. 3 zákona 111/2009","[""Orgány veřejné moci""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P795","Umožnit přístup k informačním systémům a údajům dle ohlášené působnosti","Digitální a informační agentura umožňuje přístup orgánů veřejné moci a soukromoprávních uživatelů údajů, jejichž agendy byly registrovány, k údajům v základních registrech a k údajům v agendových informačních systémech, a to v rozsahu registrovaných rolí.","§ 56 odst. 4 zákona 111/2009","[""Digitální a informační agentura""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P796","Zajistit autentizaci fyzických osob vykonávajících roli a působnost v agendě","Orgán veřejné moci, který byl zaregistrován pro výkon agendy, nebo soukromoprávní uživatel údajů, který byl zaregistrován pro výkon agendy, provádí za účelem uplatňování opatření podle § 56 odst. 3 písm. b) a c) a § 56 odst. 4 písm. b) autentizaci fyzické osoby, která je nositelem role. Orgán veřejné moci, který byl zaregistrován pro výkon agendy, nebo soukromoprávní uživatel údajů, který byl zaregistrován pro výkon agendy, využívá k autentizaci fyzické osoby, která je nositelem role, informační systém sloužící k autentizaci fyzických osob, které jsou nositeli rolí, (dále jen „autentizační informační systém“).","§ 56a odst. 1 zákona 111/2009","[""Orgány veřejné moci"",""Správci informačních systémů""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P797","Spravovat Autentizační informační systém","Správcem autentizačního informačního systému je DIA.","§ 56a odst. 2 zákona 111/2009","[""Digitální a informační agentura""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P798","Vést záznamy o přístupu k údajům Propojeného datového fondu","Orgán veřejné moci, který byl zaregistrován pro výkon agendy, vede záznamy o přístupu k údajům vedeným v základních registrech, nejde-li o přístup k údajům veřejně přístupným, a uchovává je po dobu 2 let.","§ 57 odst. 1 zákona 111/2009","[""Orgány veřejné moci"",""Správci informačních systémů""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P799","Vést záznamy o přístupu k údajům prostřednictvím Autentizačního informačního systému","DIA vede pro účely správy autentizačního informačního systému záznamy o přístupu k údajům vedeným v základních registrech, nejde-li o přístup k údajům veřejně přístupným, a uchovává je po dobu 2 let.","§ 57 odst. 2 zákona 111/2009","[""Digitální a informační agentura""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P800","Předat na žádost DIA záznamy o přístupu k propojenému datovému fondu","Orgán veřejné moci předává záznamy podle odstavce 1 DIA na její žádost. DIA může tyto záznamy požadovat pouze v souvislosti se zajištěním bezpečnosti informačního systému základních registrů a základních registrů.","§ 57 odst. 4 zákona 111/2009","[""Orgány veřejné moci"",""Správci informačních systémů""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P801","Poskytnout referenční a provozní údaje z Registru obyvatel subjektu údajů na žádost","Fyzické osobě se poskytnou referenční či  provozní údaje, které jsou k ní vedeny v Registru obyvatel na základě žádosti.","§ 58 odst. 1 zákona 111/2009","[""Kontaktní místa veřejné správy"",""Orgány poskytující výpisy z RPP a ROB""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P802","Poskytnout údaje z Registru práv a povinností subjektu údajů na žádost","Fyzické osobě se poskytnou údaje, které jsou k ní vedeny v Registru práv a povinností na základě žádosti.","§ 58 odst. 1 zákona 111/2009","[""Kontaktní místa veřejné správy"",""Orgány poskytující výpisy z RPP a ROB""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","3","03.01.2024 0:00","Platné","[""(doplnit)""]"
"P803","Řešit žádost o poskytnutí  údajů z ROB a RPP jako oslovený obecní úřad","Žádost o poskytnutí údajů z registru obyvatel a registru práv a povinností v listinné podobě může subjekt údajů zaslat kterémukoliv obecnímu úřadu obce s rozšířenou působností, krajskému úřadu a v případě údajů z registru obyvatel také Ministerstvu vnitra; žádost musí být opatřena úředně ověřeným podpisem. Úředně ověřený podpis se nevyžaduje, je-li žádost podepsána před zaměstnancem zařazeným ve správním orgánu, vůči kterému směřuje.","§ 58 odst. 3 zákona 111/2009","[""Obecní úřady""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","3","03.01.2024 0:00","Platné","[""(doplnit)""]"
"P804","Poskytnout údaje z ROB a RPP na kontaktním místě veřejné správy","O poskytnutí údajů z registru obyvatel a registru práv a povinností může subjekt údajů požádat osobně u kontaktního místa veřejné správy, u kteréhokoli obecního úřadu obce s rozšířenou působností nebo krajského úřadu a v případě údajů z registru obyvatel také u Ministerstva vnitra; subjekt údajů sdělí rozsah požadovaných údajů. Subjekt údajů provede svoji identifikaci pomocí elektronicky čitelného identifikačního dokladu a autentizuje se pomocí bezpečnostního osobního kódu, má-li ho zadán a je-li to technicky umožněno.","§ 58 odst. 5 zákona 111/2009","[""Kontaktní místa veřejné správy"",""Orgány poskytující výpisy z RPP a ROB""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P805","Poskytnout údaje z Registru obyvatel a Registru práv a povinností na základě ověřené plné moci","Za subjekt údajů může požádat o poskytnutí údajů zmocněnec na základě zvláštní plné moci s úředně ověřeným podpisem zmocnitele; údaje se poskytnou zmocněnci.","§ 58 odst. 10 zákona 111/2009","[""Kontaktní místa veřejné správy"",""Orgány poskytující výpisy z RPP a ROB""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P806","Poskytnout údaje z Registru obyvatel a Registru práv a povinností dle zmocnění subjektu údajů třetím stranám","Na žádost subjektu údajů staršího 15 let mohou být z údaje, které jsou o něm vedeny v registru obyvatel nebo registru práv a povinností, s výjimkou provozních nebo autentizačních údajů, poskytnuty, a to i opakovaně, v jím vymezeném rozsahu jiné fyzické nebo právnické osobě do datové schránky této osoby. Subjekt údajů může svůj souhlas s poskytnutím údajů z registru obyvatel a registru práv a povinností jiné fyzické nebo právnické osobě kdykoliv odvolat. Podnikající fyzická osoba nebo právnická osoba, které mají být údaje podle věty první poskytnuty, musí s poskytnutím vyslovit souhlas; podnikající fyzická osoba nebo právnická osoba může svůj souhlas kdykoliv odvolat. Fyzická nebo právnická osoba, které byly údaje podle věty první poskytnuty, nesmí poskytnuté údaje předat dalším osobám bez výslovného souhlasu subjektu údajů. Součástí poskytnutých údajů jsou též údaje o subjektu údajů v rozsahu jméno, popřípadě jména, příjmení, datum narození a adresa místa pobytu.","§ 58a odst. 1 zákona 111/2009","[""Digitální a informační agentura"",""Ministerstvo vnitra""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","4","03.01.2024 0:00","Platné","[""(doplnit)""]"
"P807","Poskytnout právnickému subjektu údaje z Registru práv a povinností na jeho žádost","Subjektu, o němž jsou vedeny údaje v registru práv a povinností, nejde-li o fyzickou osobu, se údaje, které jsou k němu vedeny v registru práv a povinností, poskytnou obdobně podle § 58, není-li dále stanoveno jinak.","§ 59 odst. 1 zákona 111/2009","[""Digitální a informační agentura"",""Kontaktní místa veřejné správy"",""Orgány poskytující výpisy z RPP a ROB""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P808","Zveřejnit a poskytovat údaje o osobách z Registru osob","Referenční údaje a provozní údaje vedené o osobách v Registru osob jsou až na vyjímky veřejné. Podrobnosti k rozsahu údajů stanovuje § 61 odst. 1 zákona 111/2009.","§ 61 odst. 1 zákona 111/2009","[""Český statistický úřad""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P809","Poskytnout neveřejné údaje o osobách z Registru osob","Referenční údaje vedené o osobách v Registru osob, jež jsou označeny za neveřejné, podle § 61 odst. 2 zákona 111/2009 se poskytují subjektu údajů na jeho žádost a orgánu veřejné moci podle výkonu jeho působnosti.","§ 61 odst. 2 zákona 111/2009","[""Český statistický úřad"",""Kontaktní místa veřejné správy""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P810","Zveřejnit a zpřístupnit údaje Registru územní identifikace","Registr územní identifikace je veřejně přístupný způsobem umožňujícím dálkový přístup. Údaje z tohoto registru se poskytují v elektronické podobě, včetně vytěžování jeho obsahu; na nosičích dat se poskytují za úplatu, nejedná-li se o údaje pro tvorbu územně analytických podkladů. Vydávání výpisů, včetně ověřených výstupů z registru územní identifikace podle jiného právního předpisu tím není dotčeno. Záznamy o využívání údajů registru územní identifikace a informačního systému územní identifikace se neposkytují.","§ 62 odst. 1 zákona 111/2009","[""Český úřad zeměměřický a katastrální""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P811","Zprostředkovat a zveřejnit údaje o vlastníku nemovitosti a pozemku","Registr územní identifikace zprostředkovává z katastru nemovitostí údaje o vlastníkovi pozemku nebo v katastru nemovitostí evidovaného stavebního objektu, které jsou veřejné.","§ 62 odst. 2 zákona 111/2009","[""Český úřad zeměměřický a katastrální""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P812","Zajistit centrální notifikační službu","Digitální a informační agentura zajišťuje poskytování centrální služby pro vyrozumívání o změnách údajů, které se vedou v informačním systému veřejné správy o subjektu údajů vedeném v registru obyvatel nebo o subjektu údajů vedeném v registru osob.","§ 7 odst. 2 písm. k) zákona 111/2009","[""Digitální a informační agentura""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P813","Zajistit notifikace o změnách agendových údajů","Správce agendového informačního systému zajistí vyrozumění o změně údaje, který se vede v agendovém informačním systému o subjektu údajů vedeném v registru obyvatel nebo o subjektu údajů vedeném v registru osob.","§ 8 odst. 6 zákona č. 111/2009 SB o základních registrech","[""Orgány veřejné moci"",""Správci informačních systémů""]","Povinnosti k ZR a PPDF","[""Zákon 111/2009""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P901","Poskytovat digitální služby","Uživatel služby má právo využívat digitální službu a orgán veřejné moci má povinnost poskytovat digitální službu.","§ 3 odst. 1 zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P902","Umožnit užívání digitální služby","Uživatel služby má právo využívat digitální službu a orgán veřejné moci má povinnost poskytovat digitální službu.","§ 3 odst. 1 zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P903","Umožnit činit digitální úkon","Uživatel služby má právo činit vůči orgánu veřejné moci digitální úkon s využitím kteréhokoliv způsobů podle § 4 odst. 1 zákona 12/2020.","§ 4 odst. 1 zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P904","Umožnit digitální úkon prostřednictvím datové schránky","Uživatel služby má právo činit digitální úkon vůči orgánu veřejné moci prostřednictvím své datové schránky.","§ 4 odst. 1 písm. a) zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P905","Umožnit digitální úkon prostřednictvím kontaktního místa","Uživatel služby má právo činit digitální úkon vůči orgánu veřejné moci prostřednictvím kontaktního místa veřejné správy v případě digitálního úkonu, o kterém tak stanoví prováděcí právní předpis.","§ 4 odst. 1 písm. b) zákona 12/2020","[""Kontaktní místa veřejné správy"",""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P906","Umožnit digitální úkon prostřednictvím doručeného digitálního dokumentu","Uživatel služby má právo činit digitální úkon vůči orgánu veřejné moci prostřednictvím sítě elektronických komunikací dokumentem podepsaným uznávaným elektronickým podpisem  nebo opatřeným uznávanou elektronickou pečetí za podmínek stanovených jinými zákony.","§ 4 odst. 1 písm. c) zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P907","Umožnit digitální úkon prostřednictvím informačního systému","Uživatel služby má právo činit digitální úkon vůči orgánu veřejné moci prostřednictvím informačního systému veřejné správy umožňujícího prokázání totožnosti uživatele služby s využitím elektronické identifikace, autorizaci digitálního úkonu uživatelem služby a zpětné prokázání projevu vůle uživatele služby učinit digitální úkon.","§ 4 odst. 1 písm. d)  zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P908","Umožnit preferovaně digitální úkon","Nestanoví-li zákon výslovně závaznou podobu úkonu vůči orgánu veřejné moci, má uživatel služby právo činit úkon jako digitální úkon.","§ 4 odst. 2 zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P909","Zveřejnit a poskytnout elektronické formuláře","Orgány veřejné moci zveřejňují prostřednictvím Digitální a informační agentury elektronické formuláře, které po prokázání totožnosti uživatele služby s využitím elektronické identifikace zajistí automatizované doplnění údajů nezbytných pro poskytnutí digitální služby vedených v základním registru nebo agendovém informačním systému, které jsou orgánu veřejné moci zpřístupněné pro výkon agendy, nebo využívaných orgánem veřejné moci na základě souhlasu uživatele služby.","§ 4 odst. 3 věta první zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","3","06.10.2023 0:00","Platné","[""(doplnit)""]"
"P910","Umožnit předvyplnění údajů v elektronických formulářích","Orgány veřejné moci zveřejňují prostřednictvím Digitální a informační agentury elektronické formuláře, které po prokázání totožnosti uživatele služby s využitím elektronické identifikace zajistí automatizované doplnění údajů nezbytných pro poskytnutí digitální služby vedených v základním registru nebo agendovém informačním systému, které jsou orgánu veřejné moci zpřístupněné pro výkon agendy, nebo využívaných orgánem veřejné moci na základě souhlasu uživatele služby.","§ 4 odst. 3 věta první zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","3","06.10.2023 0:00","Platné","[""(doplnit)""]"
"P911","Zveřejnit formát pro příjem dat elektronických formulářů","Orgány veřejné moci zveřejňují prostřednictvím Digitální a informační agentury elektronické formuláře, které po prokázání totožnosti uživatele služby s využitím elektronické identifikace zajistí automatizované doplnění údajů nezbytných pro poskytnutí digitální služby vedených v základním registru nebo agendovém informačním systému, které jsou orgánu veřejné moci zpřístupněné pro výkon agendy, nebo využívaných orgánem veřejné moci na základě souhlasu uživatele služby. Formát, strukturu a obsah formuláře stanoví orgán veřejné moci zveřejněním.","§ 4 odst. 3 věta první a druhá zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]","5","06.10.2023 0:00","Platné","[""(doplnit)""]"
"P912","Strpět úkon v jakékoliv formě pokud není elektronický formulář","Nezveřejní-li orgán veřejné moci elektronický formulář, má uživatel služby právo učinit digitální úkon podle své volby v jakémkoli výstupním datovém formátu podle zákona upravujícího archivnictví a spisovou službu.","§ 4 odst. 3 věta třetí zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P913","Poskytovat osvědčení o digitálním úkonu","Uživatel služby má právo na elektronické osvědčení digitálního úkonu. Osvědčení o digitálním úkonu obsahuje důvěryhodné zachycení obsahu digitálního úkonu nebo jinou identifikaci digitálního úkonu, určení osoby, která jej učinila, adresáta digitálního úkonu a způsob, datum a čas provedení digitálního úkonu. Osvědčení musí být opatřeno kvalifikovanou elektronickou pečetí a kvalifikovaným elektronickým časovým razítkem orgánu veřejné moci.","§ 5 zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
